,aff_city,aff_cityNow,aff_country,aff_countryNow,aff_locationString,aff_name,aff_nameNow,awardYear,category,categoryFullName,city,cityNow,continent,country,countryNow,date,dateAwarded,gender,id,knownName,locationString,motivation,portion,prizeAmount,prizeAmountAdjusted,prizeStatus,sortOrder,new_category,key_col,matches,check
51,"Greenwich, CT","Greenwich, CT",USA,USA,"Greenwich, CT, USA",Long Term Capital Management,Long Term Capital Management,1997,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Timmins, ON","Timmins, ON",North America,Canada,Canada,1941-07-01,1997-10-14,male,718,Myron Scholes,"Timmins, ON, Canada",for a new method to determine the value of derivatives,1/2,7500000,9572839,received,2,Economics,myronscholes1997economics,myronscholes1997economics,25
52,"Berkeley, CA","Berkeley, CA",USA,USA,"Berkeley, CA, USA",University of California,University of California,2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Superior, WI","Superior, WI",North America,USA,USA,1932-09-27,2009-10-12,male,847,Oliver E. Williamson,"Superior, WI, USA","for his analysis of economic governance, especially the boundaries of the firm",1/2,10000000,10958504,received,2,Economics,oliverewilliamson2009economics,,0
53,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,London,London,Europe,United Kingdom,United Kingdom,1948-10-09,2016-10-10,male,935,Oliver Hart,"London, United Kingdom",for their contributions to contract theory,1/2,8000000,8301051,received,1,Economics,oliverhart2016economics,oliverhart2016economics,23
54,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),1970,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Gary, IN","Gary, IN",North America,USA,USA,1915-05-15,1970-10-26,male,679,Paul A. Samuelson,"Gary, IN, USA",for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,1,400000,3177966,received,1,Economics,paulasamuelson1970economics,paulsamuelson1970economics,26
55,"Princeton, NJ","Princeton, NJ",USA,USA,"Princeton, NJ, USA",Princeton University,Princeton University,2008,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"New York, NY","New York, NY",North America,USA,USA,1953-02-28,2008-10-13,male,834,Paul Krugman,"New York, NY, USA",for his analysis of trade patterns and location of economic activity,1,10000000,10926573,received,1,Economics,paulkrugman2008economics,paulkrugman2008economics,24
56,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",NYU Stern School of Business,NYU Stern School of Business,2018,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Denver, CO","Denver, CO",North America,USA,USA,1955-00-00,,male,969,Paul M. Romer,"Denver, CO, USA",for integrating technological innovations into long-run macroeconomic analysis,1/2,9000000,9000000,received,2,Economics,paulmromer2018economics,,0
57,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"New York, NY","New York, NY",North America,USA,USA,1940-04-29,2010-10-11,male,856,Peter A. Diamond,"New York, NY, USA",for their analysis of markets with search frictions,1/3,10000000,10819388,received,1,Economics,peteradiamond2010economics,peterdiamond2010economics,25
58,Oslo,Oslo,Norway,Norway,"Oslo, Norway",University of Oslo,University of Oslo,1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Oslo,Oslo,Europe,Norway,Norway,1895-03-03,,male,677,Ragnar Frisch,"Oslo, Norway",for having developed and applied dynamic models for the analysis of economic processes,1/2,375000,3181561,received,1,Economics,ragnarfrisch1969economics,,0
59,Bonn,Bonn,Germany,Germany,"Bonn, Germany",Rheinische Friedrich-Wilhelms-Universität,Rheinische Friedrich-Wilhelms-Universität,1994,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Breslau,Wroclaw,Europe,Germany,Poland,1930-10-05,1994-10-11,male,713,Reinhard Selten,"Breslau, Germany (now Wroclaw, Poland)",for their pioneering analysis of equilibria in the theory of non-cooperative games,1/3,7000000,9249471,received,3,Economics,reinhardselten1994economics,reinhardselten1994economics,27
60,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,2017,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"East Orange, NJ","East Orange, NJ",North America,USA,USA,1945-09-12,2017-10-09,male,949,Richard H. Thaler,"East Orange, NJ, USA",for his contributions to behavioural economics,1,9000000,9176183,received,1,Economics,richardhthaler2017economics,richardthaler2017economics,26
61,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",University of Cambridge,University of Cambridge,1984,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,London,London,Europe,United Kingdom,United Kingdom,1913-08-30,1984-10-18,male,698,Richard Stone,"London, United Kingdom",for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1,1650000,3782090,received,1,Economics,richardstone1984economics,,0
62,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1997,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"New York, NY","New York, NY",North America,USA,USA,1944-07-31,1997-10-14,male,717,Robert C. Merton,"New York, NY, USA",for a new method to determine the value of derivatives,1/2,7500000,9572839,received,1,Economics,robertcmerton1997economics,robertmerton1997economics,25
63,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,1995,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Yakima, WA","Yakima, WA",North America,USA,USA,1937-09-15,1995-10-10,male,714,Robert E. Lucas Jr.,"Yakima, WA, USA","for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",1,7200000,9278351,received,1,Economics,robertelucasjr1995economics,,0
64,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",New York University,New York University,2003,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Syracuse, NY","Syracuse, NY",North America,USA,USA,1942-11-10,2003-10-08,male,771,Robert F. Engle III,"Syracuse, NY, USA",for methods of analyzing economic time series with time-varying volatility (ARCH),1/2,10000000,11807305,received,1,Economics,robertfengleiii2003economics,,0
65,Jerusalem,Jerusalem,Israel,Israel,"Jerusalem, Israel","University of Jerusalem, Center for RationalityHebrew","University of Jerusalem, Center for RationalityHebrew",2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Frankfurt-on-the-Main,Frankfurt-on-the-Main,Europe,Germany,Germany,1930-06-08,2005-10-10,male,799,Robert J. Aumann,"Frankfurt-on-the-Main, Germany",for having enhanced our understanding of conflict and cooperation through game-theory analysis,1/2,10000000,11711430,received,1,Economics,robertjaumann2005economics,robertaumann2005economics,25
66,"New Haven, CT","New Haven, CT",USA,USA,"New Haven, CT, USA",Yale University,Yale University,2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Detroit, MI","Detroit, MI",North America,USA,USA,1946-03-29,2013-10-14,male,896,Robert J. Shiller,"Detroit, MI, USA",for their empirical analysis of asset prices,1/3,8000000,8365867,received,3,Economics,robertjshiller2013economics,,0
67,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),1987,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,1924-08-23,1987-10-21,male,701,Robert M. Solow,"Brooklyn, NY, USA",for his contributions to the theory of economic growth,1,2175000,4274764,received,1,Economics,robertmsolow1987economics,robertsolow1987economics,24
68,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Columbia University,Columbia University,1999,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Kingston, ON","Kingston, ON",North America,Canada,Canada,1932-10-24,1999-10-13,male,720,Robert Mundell,"Kingston, ON, Canada",for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,1,7900000,10049186,received,1,Economics,robertmundell1999economics,,0
69,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,1993,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"New York, NY","New York, NY",North America,USA,USA,1927-07-01,1993-10-12,male,709,Robert W. Fogel,"New York, NY, USA",for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,1/2,6700000,9044276,received,1,Economics,robertwfogel1993economics,robertfogel1993economics,24
70,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Boston, MA","Boston, MA",North America,USA,USA,1951-03-29,2007-10-15,male,822,Roger B. Myerson,"Boston, MA, USA",for having laid the foundations of mechanism design theory,1/3,10000000,11301989,received,3,Economics,rogerbmyerson2007economics,rogermyerson2007economics,25
71,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,1991,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Willesden,Willesden,Europe,United Kingdom,United Kingdom,1910-12-29,1991-10-15,male,707,Ronald H. Coase,"Willesden, United Kingdom",for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,1,6000000,8673863,received,1,Economics,ronaldhcoase1991economics,,0
72,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1971,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Pinsk,Pinsk,Europe,Russian Empire,Belarus,1901-04-30,,male,680,Simon Kuznets,"Pinsk, Russian Empire (now Belarus)",for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,1,450000,3321850,received,1,Economics,simonkuznets1971economics,simonkuznets1971economics,25
73,"Princeton, NJ","Princeton, NJ",USA,USA,"Princeton, NJ, USA",Princeton University,Princeton University,1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Castries,Castries,North America,British West Indies,Saint Lucia,1915-01-23,1979-10-16,male,693,Sir Arthur Lewis,"Castries, British West Indies (now Saint Lucia)",for their pioneering research into economic development research with particular consideration of the problems of developing countries,1/2,800000,2988048,received,2,Economics,sirarthurlewis1979economics,,0
74,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Arlington, SD","Arlington, SD",North America,USA,USA,1902-04-30,1979-10-16,male,692,Theodore W. Schultz,"Arlington, SD, USA",for their pioneering research into economic development research with particular consideration of the problems of developing countries,1/2,800000,2988048,received,1,Economics,theodorewschultz1979economics,,0
75,"College Park, MD","College Park, MD",USA,USA,"College Park, MD, USA","University of Maryland, Department of Economics and School of Public Policy","University of Maryland, Department of Economics and School of Public Policy",2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Oakland, CA","Oakland, CA",North America,USA,USA,1921-04-14,2005-10-10,male,800,Thomas C. Schelling,"Oakland, CA, USA",for having enhanced our understanding of conflict and cooperation through game-theory analysis,1/2,10000000,11711430,received,2,Economics,thomascschelling2005economics,,0
76,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",New York University,New York University,2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Pasadena, CA","Pasadena, CA",North America,USA,USA,1943-07-19,2011-10-10,male,872,Thomas J. Sargent,"Pasadena, CA, USA",for their empirical research on cause and effect in the macroeconomy,1/2,10000000,10545557,received,1,Economics,thomasjsargent2011economics,,0
77,"New Haven, CT","New Haven, CT",USA,USA,"New Haven, CT, USA",Yale University,Yale University,1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,'s Graveland,'s Graveland,Europe,the Netherlands,the Netherlands,1910-08-28,1975-10-14,male,687,Tjalling C. Koopmans,"'s Graveland, the Netherlands",for their contributions to the theory of optimum allocation of resources,1/2,630000,3404179,received,2,Economics,tjallingckoopmans1975economics,,0
78,Oslo,Oslo,Norway,Norway,"Oslo, Norway",University of Oslo,University of Oslo,1989,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Skedsmo,Skedsmo,Europe,Norway,Norway,1911-12-13,1989-10-11,male,703,Trygve Haavelmo,"Skedsmo, Norway",for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,1,3000000,5242311,received,1,Economics,trygvehaavelmo1989economics,,0
79,"Fairfax, VA","Fairfax, VA",USA,USA,"Fairfax, VA, USA",George Mason University,George Mason University,2002,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Wichita, KS","Wichita, KS",North America,USA,USA,1927-01-01,2002-10-09,male,760,Vernon L. Smith,"Wichita, KS, USA","for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",1/2,10000000,12034660,received,2,Economics,vernonlsmith2002economics,,0
80,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1973,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,St. Petersburg,St. Petersburg,Europe,Russia,Russia,1906-08-05,1973-10-18,male,683,Wassily Leontief,"St. Petersburg, Russia",for the development of the input-output method and for its application to important economic problems,1,510000,3331882,received,1,Economics,wassilyleontief1973economics,wassilyleontief1973economics,28
81,"New Haven, CT","New Haven, CT",USA,USA,"New Haven, CT, USA",Yale University,Yale University,2018,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Albuquerque, NM","Albuquerque, NM",North America,USA,USA,1941-05-31,,male,968,William D. Nordhaus,"Albuquerque, NM, USA",for integrating climate change into long-run macroeconomic analysis,1/2,9000000,9000000,received,1,Economics,williamdnordhaus2018economics,williamnordhaus2018economics,28
82,"Stanford, CA","Stanford, CA",USA,USA,"Stanford, CA, USA",Stanford University,Stanford University,1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Boston, MA","Boston, MA",North America,USA,USA,1934-06-16,1990-10-16,male,706,William F. Sharpe,"Boston, MA, USA",for their pioneering work in the theory of financial economics,1/3,4000000,6329114,received,3,Economics,williamfsharpe1990economics,,0
83,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Columbia University,Columbia University,1996,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"Victoria, BC","Victoria, BC",North America,Canada,Canada,1914-06-21,1996-10-08,male,716,William Vickrey,"Victoria, BC, Canada",for their fundamental contributions to the economic theory of incentives under asymmetric information,1/2,7400000,9490424,received,2,Economics,williamvickrey1996economics,,0
84,Copenhagen,Copenhagen,Denmark,Denmark,"Copenhagen, Denmark",Niels Bohr Institute,Niels Bohr Institute,1975,Physics,The Nobel Prize in Physics,Copenhagen,Copenhagen,Europe,Denmark,Denmark,1922-06-19,1975-10-17,male,102,Aage N. Bohr,"Copenhagen, Denmark",for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,1/3,630000,3404179,received,1,Physics,aagenbohr1975physics,,0
85,Trieste,Trieste,Italy,Italy,"Trieste, Italy",International Centre for Theoretical Physics,International Centre for Theoretical Physics,1979,Physics,The Nobel Prize in Physics,Jhang Maghiāna,Jhang Maghiāna,Asia,India,Pakistan,1926-01-29,1979-10-15,male,114,Abdus Salam,"Jhang Maghiāna, India (now Pakistan)","for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",1/3,800000,2988048,received,2,Physics,abdussalam1979physics,,0
86,"Baltimore, MD","Baltimore, MD",USA,USA,"Baltimore, MD, USA",Johns Hopkins University,Johns Hopkins University,2011,Physics,The Nobel Prize in Physics,"Washington, DC","Washington, DC",North America,USA,USA,1969-12-16,2011-10-04,male,866,Adam G. Riess,"Washington, DC, USA",for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/4,10000000,10545557,received,3,Physics,adamgriess2011physics,adamriess2011physics,20
87,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,1907,Physics,The Nobel Prize in Physics,Strelno,Strzelno,Europe,Prussia,Poland,1852-12-19,,male,11,Albert A. Michelson,"Strelno, Prussia (now Strzelno, Poland)",for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,1,138796,7033581,received,1,Physics,albertamichelson1907physics,albertmichelson1907physics,26
88,Berlin,Berlin,Germany,Germany,"Berlin, Germany",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,1921,Physics,The Nobel Prize in Physics,Ulm,Ulm,Europe,Germany,Germany,1879-03-14,,male,26,Albert Einstein,"Ulm, Germany","for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",1,121573,2532771,received,1,Physics,alberteinstein1921physics,alberteinstein1921physics,25
